CatalogueNumber,Institution,Long,Lat,Country,Region,Island,GeneralLocality,SpecificLocality,InitialSpeciesID,Sex,SVL,TL,ED,OD,HW,HD,HL,HdL,FbL,FtL,HbL,MidSR,VerSC,PoPV,UpPV,SL,IL,SlF3,SlT4,NS,FnsH,SnsH,FnsW,SnsW,CS
349923,KU,123.8313,13.7316,Philippines,Luzon,Luzon,Municipality of Caramoan,Barangay Hanopol; Hanopol River (Dam vicinity),Bronchocela marmorata,f,80.19,cut,2.16,6.74,11.9,10.41,21.79,17.42,43.38,32.04,73.12,50,35,4,1,11,12,30,36,11,2,2,1,1,6
329327,KU,121.2032,15.0333,Philippines,Luzon,Luzon,Municipality of Dona Remedios Trinidad,"Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed",Bronchocela marmorata,f,83.2,regen,2.24,7.07,11.93,10.29,21.67,15.61,43.71,29.35,69.89,49,30,3,1,9,9,25,30,12,1,1,0.5,0.5,6
305472,KU,123.56905,13.73609,Philippines,Luzon,Luzon,Municipality of Lagonoy,Barangay Manamoc,Bronchocela cristatella,f,83.26,250,2.51,7.18,11.04,10.55,21.61,16.32,41.24,29.47,66.18,46,30,4,1,10,10,28,32,9,3,3,1.5,1.5,6
276647,KU,121.5461,14.6475,Philippines,Luzon,Luzon,Municipality of Infanta,"Barangay Magsaysay; Infanta-Marikina Highway, Southern Sierra Madre Mountain Range",Bronchocela marmorata,f,83.36,282,2.23,6.99,11.92,11.63,22.65,16.91,45.32,32.17,73.17,53,32,4,1,10,10,28,32,9,3,3,1,1,7
347782,KU,124.0818,12.6991,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,83.72,278,2.55,6.61,11.97,10.27,21.26,17.09,44.19,31.56,73.12,56,34,2,1,10,11,27,32,10,4,3,1,1,6
320284,KU,122.06122,18.22816,Philippines,Luzon,Luzon,Municipality of Gonzaga,"Barangay Santa Clara, Purok 7",Bronchocela cristatella,f,84.26,278,2.39,7.37,11.26,10.71,22.05,19.85,46.09,31.66,71.88,48,36,4,1,10,11,29,34,12,1.5,1.5,1,1,6
347797,KU,124.07613,12.70489,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,85.73,284,2.51,7.46,12.01,10.45,21.74,17.86,46.68,32.85,74.52,49,31,3,1,8,9,26,35,9,2,3,1,1,5
276637,KU,121.5931,14.7068,Philippines,Luzon,Luzon,Municipality of Infanta,"Barangay Magsaysay; Infanta-Marikina Highway, Southern Sierra Madre Mountain Range",Bronchocela marmorata,f,85.84,278,2.75,6.9,12.09,10.67,22.6,17.3,44.95,33.22,72.83,48,34,4,1,10,11,27,35,11,4,4,1,1,7
329324,KU,121.2032,15.0333,Philippines,Luzon,Luzon,Municipality of Dona Remedios Trinidad,"Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed",Bronchocela marmorata,f,86.18,259,2.41,6.69,11.7,10.34,22.29,17.17,45.57,32.76,76.02,59,32,4,1,9,10,28,35,10,2,2,1,1,6
329323,KU,121.2032,15.0333,Philippines,Luzon,Luzon,Municipality of Dona Remedios Trinidad,"Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed",Bronchocela marmorata,f,87.85,290,2.21,7.17,11.72,10.1,22.91,18.31,44.51,32.35,73.91,57,34,4,1,9,10,27,33,12,3,2,1,1,6
330734,KU,121.21694,14.13044,Philippines,Luzon,Luzon,Municipality of Los Banos,"Barangay Bagong Silang, Mt. Makiling Forest Reserve, Sitio Purok Tres",Bronchocela marmorata,m,89.17,288,2.24,7.86,11.56,10.77,22.52,17.4,47.74,33.42,78.37,49,32,4,1,9,9,34,38,11,3,3,1,1,7
349926,KU,123.6865,13.7912,Philippines,Luzon,Luzon,Municipality of Presentacion,"Barangay Lidong; Tariktik River drainage, at the base of Saddle Peak Mountain Range",Bronchocela marmorata,f,89.6,289,2.86,7.87,12.71,11.09,23.52,18.23,50.31,33.85,81.02,48,31,4,1,11,12,29,34,9,4,4,1,1,6
329328,KU,121.2032,15.0333,Philippines,Luzon,Luzon,Municipality of Dona Remedios Trinidad,"Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed",Bronchocela marmorata,f,89.87,300,2.65,7.43,11.31,10.64,22.77,17.75,47.03,33.19,75.83,60,34,4,1,11,11,31,36,11,2,2,1,1,6
324430,KU,123.730292,13.359358,Philippines,Luzon,Luzon,Municipality of Tabaco City,Barangay Bongabong; residential/agricultural areas near Mt. Mayon (coordinates at Tobaco City),Bronchocela cristatella,f,89.97,306,3.01,7.03,12.27,10.85,22.6,19.16,48.73,33.09,77.73,51,38,4,2,12,11,29,35,12,3,3,1.5,1.5,6
349922,KU,123.8313,13.7316,Philippines,Luzon,Luzon,Municipality of Caramoan,Barangay Hanopol; Hanopol River (Dam vicinity),Bronchocela marmorata,f,91.03,290,3.31,7.43,12.31,10.72,23.84,18.5,49.63,33.9,77.7,48,31,3,1,9,10,29,35,9,4,4,1,1,6
329538,KU,120.894,18.449,Philippines,Luzon,Luzon,Municipality of Adams,"Barangay Adams, Site 3, Mt. Pao",Bronchocela marmorata,m,92.5,247,2.01,7.75,12.88,10.93,23.66,17.14,48.24,33.29,77.74,54,33,4,1,9,9,29,32,10,3,3,1,1,5
329537,KU,120.894,18.449,Philippines,Luzon,Luzon,Municipality of Adams,"Barangay Adams, Site 3, Mt. Pao",Bronchocela marmorata,m,93.35,300,2.74,8.16,13.69,12.12,25.8,18.15,48.17,32.83,75.52,58,30,3,2,8,9,29,34,11,3,3,1,1,7
328930,KU,121.20562,14.93231,Philippines,Luzon,Luzon,Municipality of Norzagaray,"Barangay San Lorenzo, Sitio Langud, Angat Watershed",Bronchocela marmorata,f,93.45,310,2.71,7.94,12.86,11.08,23.72,17.67,48.36,35.14,82.62,49,28,4,1,10,10,28,34,11,3,3,1,1,6
349921,KU,123.8313,13.7316,Philippines,Luzon,Luzon,Municipality of Caramoan,Barangay Hanopol; Hanopol River (Dam vicinity),Bronchocela marmorata,f,94.46,319,2.59,7.72,13.5,12.03,25.04,20.65,53.82,34.98,83.17,47,27,2,1,10,10,29,34,9,4,4,1,1,6
347795,KU,124.07561,12.70657,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,95.05,306,2.83,7.33,13.38,11.41,25.19,18.46,52.16,34.43,81.61,54,31,4,1,9,11,29,32,10,4,4,1,1,6
275722,KU,121.5417,14.6536,Philippines,Luzon,Luzon,Municipality of Infanta,"Barangay Magsaysay; Infanta-Marikina Highway, Southern Sierra Madre Mountain Range",Bronchocela marmorata,f,95.3,320,2.54,8.53,12.25,12.01,24.86,19.32,52.67,36.29,83.16,62,33,2,1,11,12,29,31,10,3,3,1.5,1,6
347793,KU,124.07561,12.70657,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,95.44,303,2.9,8.03,12.84,11.33,25.78,18.46,50.1,36.38,82.53,57,32,4,2,10,10,29,34,11,5,5,1,1,6
323048,KU,121.576,15.742,Philippines,Luzon,Luzon,Municipality of Baler,"Barangay Zabali, Aurora State College of Technology (ASCOT)",Bronchocela marmorata,m,95.58,299,3.08,7.86,13.48,11.28,26.54,18.17,48.8,33.02,79,65,34,3,2,10,11,32,35,11,4,4,1.5,1.5,6
323049,KU,121.4782,15.68244,Philippines,Luzon,Luzon,Municipality of San Luis,"Barangay Nonong Sr.; scouting trip, coconut fields near San Luis",Bronchocela marmorata,m,95.62,312,2.87,8.3,13.5,11.82,25.45,19.01,51.01,34.57,79.77,60,34,3,2,9,10,29,33,13,3,3,1,1,7
323046,KU,121.576,15.742,Philippines,Luzon,Luzon,Municipality of Baler,"Barangay Zabali, Aurora State College of Technology (ASCOT)",Bronchocela marmorata,f,95.63,315,2.7,7.42,13.14,11.13,24.08,17.69,49.16,35.53,81.6,60,36,4,1,11,10,27,33,11,3,3,1,1,5
335215,KU,121.153306,14.901611,Philippines,Luzon,Luzon,Municipality of Norzagaray,"Barangay Baraka, Angat AWAT facility",Bronchocela marmorata,f,95.75,319,2.71,7.73,11.87,11.32,24.27,20.1,51.26,36.15,80.64,45,35,4,1,9,9,27,33,11,4,4,1,1,6
155818,AMNH,121.827482,13.401041,Philippines,Luzon,Marinduque,Municipality of Boac,Barangay Amoigon,Bronchocela marmorata,f,95.95,304,3,8.51,13.77,11.61,25.54,16.14,50.13,32.12,77.66,51,34,4,0,9,9,27,34,12,5,5,1,1,6
329536,KU,120.894,18.449,Philippines,Luzon,Luzon,Municipality of Adams,"Barangay Adams, Site 3, Mt. Pao",Bronchocela marmorata,f,97.55,320,2.67,8.59,14.54,12.77,27.15,19.64,51.91,33.84,81.31,48,34,4,1,9,10,29,34,10,4,4,1,1,6
349927,KU,123.6865,13.78883,Philippines,Luzon,Luzon,Municipality of Presentacion,"Barangay Lidong; Tariktik River drainage, at the base of Saddle Peak Mountain Range",Bronchocela marmorata,m,97.9,318,2.74,7.95,15.45,12.53,26.5,20.5,55.12,37.81,87.44,47,33,3,1,10,10,28,33,9,4,5,1,2,7
305473,KU,122.78259,14.08988,Philippines,Luzon,Luzon,Municipality of Labo,Tulay na Lupa,Bronchocela cristatella,m,97.91,322,2.46,8.36,12.78,12.03,26.44,20.44,51.04,36.43,82.2,46,29,4,3,10,10,30,34,11,4,4,1.5,1.5,6
275725,KU,121.5508,14.6682,Philippines,Luzon,Luzon,Municipality of Infanta,"Barangay Magsaysay; Infanta-Marikina Highway, Southern Sierra Madre Mountain Range",Bronchocela marmorata,f,98.23,330,3.28,7.63,13.01,12.34,26.62,19.85,54.97,36.11,85.74,60,34,4,2,9,10,31,38,11,3,3,1,1.5,7
160933,AMNH,121.864358,13.470619,Philippines,Luzon,Marinduque,Municipality of Mogpog,"Poblacion, near Danao",Bronchocela marmorata,f,98.59,336,3.38,9.08,15,13.35,27.48,17.34,51.54,33.53,81.31,58,39,5,0,12,11,26,34,11,3,3,1,1,6
349930,KU,123.67204,13.78037,Philippines,Luzon,Luzon,Municipality of Presentacion,"Barangay Lidong; Tariktik River drainage, at the base of Saddle Peak Mountain Range",Bronchocela marmorata,f,98.81,315,3.1,8.77,15.68,13.55,28.01,18.77,51.87,34.3,82.29,47,28,4,1,9,11,26,31,9,4,5,1,1,5
347798,KU,124.07613,12.70489,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,99.57,305,2.79,8.63,14.3,11.79,27.31,19.33,52.43,33.01,80.27,53,31,3,1,11,10,27,32,10,4,3,1,1,6
347791,KU,124.07561,12.70657,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,m,100.25,318,3.04,7.99,13.86,12.85,26.3,19.51,52.66,37.03,83.88,46,30,3,1,9,10,25,29,9,4,4,1,1,6
349929,KU,123.67204,13.78037,Philippines,Luzon,Luzon,Municipality of Presentacion,"Barangay Lidong; Tariktik River drainage, at the base of Saddle Peak Mountain Range",Bronchocela marmorata,f,100.27,308,3.21,8.44,14.31,12.88,27.66,18.12,51.02,34.85,83.2,50,33,4,1,10,11,29,35,9,5,5,1,1,6
323050,KU,122.185833,16.29316,Philippines,Luzon,Luzon,Municipality of Casiguran,"Barangay Casapsipan, IDC Forestry land",Bronchocela cristatella,m,100.64,322,2.96,7.75,13.57,12.08,26.85,19.2,50.18,35.74,82.57,68,34,5,3,9,10,28,32,11,3,3,1,1,6
323045,KU,121.336,15.68,Philippines,Luzon,Luzon,Municipality of Maria Aurora,"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park (town proper)",Bronchocela marmorata,m,101.35,324,2.88,7.56,13.09,11.63,25.46,20.03,53.01,39.83,90.76,58,37,2,2,9,10,29,34,10,3,3,1,1,7
349920,KU,123.8313,13.7316,Philippines,Luzon,Luzon,Municipality of Caramoan,Barangay Hanopol; Hanopol River (Dam vicinity),Bronchocela marmorata,f,101.46,regen,3.21,8.05,14.07,12.01,26.52,19.64,54.12,36.25,86.41,46,30,4,1,9,10,28,32,9,4,4,1,1,6
305475,KU,122.78259,14.08988,Philippines,Luzon,Luzon,Municipality of Labo,Tulay na Lupa,Bronchocela cristatella,m,102.57,340,3.32,8.28,13.94,12.8,27.42,20.3,52.11,35.32,81.29,57,33,4,3,11,11,27,32,11,6,6,2,2,7
333999,KU,121.5014,14.2851,Philippines,Luzon,Luzon,Municipality of Lumban,"Barangay Caliraya, Calaraya River",Bronchocela marmorata,f,102.75,298,2.73,8,13.62,11.45,26.43,18.19,50.82,34.08,80.04,48,33,4,1,9,10,28,30,9,4,4,2,2,7
349932,KU,123.98682,13.80176,Philippines,Luzon,Luzon,Municipality of Presentacion,"Barangay Lidong; Tariktik River drainage, at the base of Saddle Peak Mountain Range",Bronchocela marmorata,f,102.95,335,3.11,8.86,16.06,12.49,28.12,18.66,53.3,35.66,85.32,46,33,2,1,10,12,29,33,9,5,6,1,1,6
347800,KU,124.07974,12.70211,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,104.24,339,2.79,8.42,14.01,12.36,25.86,21.13,55.13,37.81,87.63,49,31,4,1,11,10,31,35,9,4,4,1,1,6
328933,KU,121.20562,14.93231,Philippines,Luzon,Luzon,Municipality of Norzagaray,"Barangay San Lorenzo, Sitio Langud, Angat Watershed",Bronchocela marmorata,f,104.48,345,2.78,8.6,13.56,12.65,27.94,18.6,51.45,36.39,86.01,51,35,4,1,10,10,31,34,10,4,4,1,1,6
347788,KU,124.0736,12.6994,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,104.59,regen,3.36,8,15.73,13.15,29.67,20.18,55.53,37.14,89.01,60,30,3,1,10,11,25,30,9,4,5,1,2,6
347787,KU,124.0736,12.6945,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,104.88,326,2.89,8.55,15.57,12.24,27.88,20.71,55.94,37.33,88.61,52,31,4,1,10,10,28,32,10,5,5,1,1,6
334000,KU,121.5014,14.2851,Philippines,Luzon,Luzon,Municipality of Lumban,"Barangay Caliraya, Calaraya River",Bronchocela marmorata,f,105.1,324,3.28,8.73,13.1,12.12,27.02,18.89,50.28,35.1,84.11,56,33,4,1,11,9,30,34,10,5,5,1,1,6
313803,KU,122.47132,14.05623,Philippines,Luzon,Luzon,Municipality of Labo,Barangay Tulay Na Lupa,Bronchocela cristatella,f,105.14,320,3.25,8.36,13.08,11.63,26.94,17.42,46.82,32.78,79.26,56,39,4,1,10,10,26,32,11,3,3,1,1,6
333998,KU,121.5014,14.2851,Philippines,Luzon,Luzon,Municipality of Lumban,"Barangay Caliraya, Calaraya River",Bronchocela marmorata,m,105.18,328,2.88,8,14.18,12.65,26.68,20.86,54.41,38.87,90.31,49,33,4,1,10,10,29,32,9,4,4,2,2,6
347783,KU,124.07561,12.70657,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,106.2,325,3.05,8.38,15.26,13.54,27.47,19.07,53.85,37.88,86.61,45,32,3,1,9,9,25,32,9,5,4,1,1,6
323044,KU,121.336,15.68,Philippines,Luzon,Luzon,Municipality of Maria Aurora,"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park (town proper)",Bronchocela marmorata,f,106.51,346,2.92,9,16.36,13.82,27.68,19.63,55.21,35.72,85.22,56,35,4,2,10,10,30,35,13,4,4,1,1,6
329325,KU,121.2032,15.0333,Philippines,Luzon,Luzon,Municipality of Dona Remedios Trinidad,"Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed",Bronchocela marmorata,m,106.63,350,3.11,9.21,15.54,14.16,31.03,21.51,58.4,39.46,91.97,62,32,4,2,9,9,31,37,9,5,6,1,1.5,7
328932,KU,121.20562,14.93231,Philippines,Luzon,Luzon,Municipality of Norzagaray,"Barangay San Lorenzo, Sitio Langud, Angat Watershed",Bronchocela marmorata,f,106.81,345,2.81,8.13,14.47,12.72,29.47,19.62,52.27,37.8,88.15,54,39,4,1,9,9,29,35,10,5,4,1,1,7
347792,KU,124.07561,12.70657,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,106.92,335,3.16,8.25,14.75,12.92,27.88,20.29,56.47,34.04,86.12,58,30,4,1,12,9,27,33,11,4,5,1,1,5
349918,KU,123.8313,13.7316,Philippines,Luzon,Luzon,Municipality of Caramoan,Barangay Hanopol; Hanopol River (Dam vicinity),Bronchocela marmorata,m,107.33,364,3.85,9.71,16.16,15.7,30.51,21.76,58.04,37.9,90.49,45,34,2,2,11,10,31,35,9,8,8,2,2,6
349933,KU,123.6678,13.7766,Philippines,Luzon,Luzon,Municipality of Presentacion,"Barangay Lidong; lower slopes of Saddle Peak Mountain Range, above Tariktik River drainage, local area name = ""Palalihun""",Bronchocela marmorata,f,107.51,335,3.54,9,15.48,12.43,29.18,20.65,57.16,39.43,90.49,45,28,2,1,10,10,28,33,10,4,4,1,1,6
328931,KU,121.20562,14.93231,Philippines,Luzon,Luzon,Municipality of Norzagaray,"Barangay San Lorenzo, Sitio Langud, Angat Watershed",Bronchocela marmorata,m,107.55,365,2.95,9.29,15.89,13.29,30.34,21.69,57.11,39.64,90.52,65,35,3,2,10,10,29,35,10,4,4,1,1,6
335214,KU,121.153306,14.901611,Philippines,Luzon,Luzon,Municipality of Norzagaray,"Barangay Baraka, Angat AWAT facility",Bronchocela marmorata,f,107.94,342,3.51,8.72,14.26,12.67,28.09,19.5,52.2,34.14,78.34,58,35,4,1,10,10,27,34,12,5,5,1,1,6
329535,KU,120.894,18.449,Philippines,Luzon,Luzon,Municipality of Adams,"Barangay Adams, Site 3, Mt. Pao",Bronchocela marmorata,m,108.55,340,3.02,8.42,15.83,14.45,29.44,22.87,57.28,40.08,90.78,57,29,4,2,10,9,27,33,11,6,5,2,1,7
324428,KU,123.730292,13.359358,Philippines,Luzon,Luzon,Municipality of Tabaco City,Barangay Bongabong; residential/agricultural areas near Mt. Mayon (coordinates at Tobaco City),Bronchocela cristatella,m,108.63,309,3.39,9.32,15.32,13.44,31.36,23.3,58.33,38.29,90.91,51,32,4,2,9,10,32,35,11,6,6,1.5,1.5,7
330106,KU,122.104,18.236,Philippines,Luzon,Luzon,Municipality of Gonzaga,"Barangay Magrafil, Site 2, Mt. Cagua",Bronchocela marmorata,m,109.02,345,2.75,8.82,16.45,13.92,29.42,20.38,56.38,36.82,87.62,54,37,3,2,10,9,28,32,12,3,3,1,1,6
349931,KU,123.67838,13.80335,Philippines,Luzon,Luzon,Municipality of Presentacion,"Barangay Lidong; Tariktik River drainage, at the base of Saddle Peak Mountain Range",Bronchocela marmorata,f,109.06,329,3.71,8.98,15.45,14.37,29.76,20.97,58.62,38.41,90.82,53,28,4,1,10,11,31,39,9,6,5,1,1,6
347799,KU,124.07613,12.70489,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,109.67,335,3.01,8.68,15.31,14.13,29.33,20.04,53.72,34.98,85.77,49,31,3,1,11,10,28,31,9,5,4,2,1,6
329326,KU,121.2032,15.0333,Philippines,Luzon,Luzon,Municipality of Dona Remedios Trinidad,"Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed",Bronchocela marmorata,m,109.91,349,2.91,9.1,16.6,13.35,32.76,18.91,53.01,34.81,86.31,50,41,3,1,11,12,29,34,11,6,6,1,1,7
324427,KU,123.730292,13.359358,Philippines,Luzon,Luzon,Municipality of Tabaco City,Barangay Bongabong; residential/agricultural areas near Mt. Mayon (coordinates at Tobaco City),Bronchocela cristatella,m,111.07,355,3.06,9.19,16.33,15.57,32.34,22.82,58.51,37.62,90.03,53,34,4,2,11,10,28,32,10,5,6,2,2,7
347786,KU,124.0736,12.6994,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,m,112.04,368,3.5,9.66,17.19,13.37,30.81,20.93,58.75,38.16,92.34,56,31,4,2,12,11,28,34,9,6,6,2,2,6
328791,KU,121.20562,14.93231,Philippines,Luzon,Luzon,Municipality of Norzagaray,"Barangay San Lorenzo, Sitio Langud, Angat Watershed",Bronchocela marmorata,f,112.46,345,3.4,8.55,15.55,14.29,31.34,20.53,54.67,35.89,85.65,46,40,2,2,11,11,33,39,11,4,5,1,1,6
329322,KU,121.1423333,14.8955333,Philippines,Luzon,Luzon,Municipality of Norzagaray,"Barangay Baraka, Bit-bit River, Angat Watershed",Bronchocela marmorata,m,112.97,383,3.91,8.93,15.97,13.77,31.78,23.93,63.08,41.49,93.65,50,28,4,2,10,9,28,32,9,6,5,2,2,6
347785,KU,124.0793,12.7045,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,f,113.59,371,3.01,9.46,17.71,15.49,33.55,23.6,62.72,42.04,98.52,54,31,2,2,9,8,29,36,9,7,7,1,1,6
347796,KU,124.07613,12.70489,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,m,113.59,336,3.03,8.7,16.26,14.23,29.56,22.57,57.6,38.49,90.44,52,34,3,1,9,9,29,35,9,5,6,2,2,6
349925,KU,123.8414,13.7315,Philippines,Luzon,Luzon,Municipality of Caramoan,Barangay Hanopol; Hanopol River (Dam vicinity),Bronchocela marmorata,m,113.86,370,3.99,10.24,17.77,15.24,32.91,21.02,57.41,37.82,91.23,52,33,2,2,11,11,27,30,9,7,8,2,2,6
308082,KU,124.29378,13.6543,Philippines,Luzon,Luzon,Municipality of San Miguel,Sulong,Bronchocela cristatella,m,113.93,274,3.98,9.34,16.08,14.06,31.39,21.54,56.17,38.18,89.67,45,33,3,2,10,11,28,32,8,6,5,2,2,6
347794,KU,124.07561,12.70657,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,m,114.37,380,3.01,8.78,17.52,14.43,32.1,22.71,59.31,41.04,95.17,58,29,2,2,9,9,29,33,11,7,7,2,2,6
330104,KU,122.104,18.236,Philippines,Luzon,Luzon,Municipality of Gonzaga,"Barangay Magrafil, Site 2, Mt. Cagua",Bronchocela marmorata,m,114.85,370,3.22,8.76,17.22,14.07,32.87,21.77,55.99,38.97,90.43,57,35,2,2,11,12,29,32,11,5,5,1,1,7
347802,KU,124.07974,12.70211,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,m,114.89,364,3.2,9.65,16.75,15.06,30.9,21.31,57.29,37.98,91.81,45,32,3,1,10,10,27,31,10,7,7,2,2,6
347801,KU,124.07974,12.70211,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,m,115.69,regen,3.61,9.65,18.55,16.18,32.88,22.04,58.55,39.64,94.42,52,31,3,1,11,12,26,32,10,8,7,2,2,6
323051,KU,121.529,15.68,Philippines,Luzon,Luzon,Municipality of San Luis,"Barangay Real, Sitio Minoli, limestone forest",Bronchocela cristatella,m,116.22,390,3.45,9.54,15.97,14.93,31.53,21.85,59.07,42.23,96.01,60,35,2,3,12,11,25,31,10,6,6,1.5,1.5,6
349924,KU,123.8313,13.7316,Philippines,Luzon,Luzon,Municipality of Caramoan,Barangay Hanopol; Hanopol River (Dam vicinity),Bronchocela marmorata,m,117.14,362,4.06,9.54,17.59,15.74,34.3,22.35,58.98,42.48,96.94,48,33,2,2,9,11,31,35,9,8,9,2,2,6
347789,KU,124.07178,12.70441,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,m,117.44,regen,2.94,9.35,17.33,14.91,33.1,22.29,60.85,39.96,96.62,51,31,2,2,9,9,29,35,10,6,6,2,2,6
347790,KU,124.07561,12.70657,Philippines,Luzon,Luzon,Municipality of Irosin,"Barangay Cawayan, Mt. Cawayan base camp",Bronchocela marmorata,m,117.57,363,3.12,9.24,17.4,15,33.16,22.6,60.33,39.07,93.88,55,31,2,2,10,10,27,34,11,6,6,2,2,6
305474,KU,121.17257,17.34711,Philippines,Luzon,Luzon,Municipality of Lubuagan,Barangay Poblacion,Bronchocela marmorata,f,121.3,357,3.31,9.29,18.32,16.12,34.29,25.05,63.05,40.74,93.93,49,31,2,2,9,10,30,37,11,8,8,1,1,7
305476,KU,121.17257,17.34711,Philippines,Luzon,Luzon,Municipality of Lubuagan,Barangay Poblacion,Bronchocela marmorata,m,123.69,400,3.62,9.92,19.06,16.54,35.89,23.47,61.39,40.87,98.14,59,28,4,3,9,11,26,29,10,9,9,2,2,7
310804,KU,125.29276,11.80255,Philippines,Mindanao,Samar,Municipality of Taft,Barangay San Rafael,Bronchocela cristatella,f,70.3,233,2.12,6.37,10.88,9.09,20.61,13.27,35.22,26.27,58.85,51,28,5,1,10,9,25,31,10,2,2,1,1,5
332710,KU,124.126,9.72,Philippines,Mindanao,Bohol,Municipality of Bilar,"Barangay Zamora, Sitio Duangon, Duangon Spring",Bronchocela cristatella,f,70.43,240,2.49,6.16,9.99,8.52,18.9,13.52,36.49,26.15,60.69,54,32,6,1,10,10,25,30,10,1,1,0.5,0.5,5
309861,KU,124.70845,9.192516667,Philippines,Mindanao,Camiguin,Municipality of Mambajao,"Barangay Pandan, sitio Pamahawan",Bronchocela cristatella,f,70.66,225,2.88,6.49,11.29,9.41,20.18,13.36,34.06,25.34,58.41,50,28,6,1,10,10,24,28,10,1,1,1,1,6
343874,KU,124.7896,10.9747,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,71.82,249,2.29,7.17,11.3,9.39,20.28,14.66,38.02,26.94,63.86,58,30,7,1,9,10,26,30,11,3,3,1,1,6
324434,KU,124.12344,9.70551,Philippines,Mindanao,Bohol,"Municipality of Bilar, Raja Sikatuna Natural Park",Barangay Riverside; Magsaysay Park,Bronchocela cristatella,f,72.1,255,2.7,6.44,10.76,8.98,19.48,14.22,37.54,26.6,62.23,44,29,5,1,10,10,22,29,10,1.5,1.5,0.5,0.5,6
343873,KU,124.7896,10.9747,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,72.63,cut,2.16,7.29,11.3,9.32,19.88,13.08,34.02,26.1,58.88,57,37,6,1,9,10,23,29,11,1,1,0.5,1,6
343865,KU,124.7902,10.9808,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,73.51,cut,2.3,6.64,10.55,9.3,20.94,14.2,38.19,27.25,64.21,54,31,6,1,8,9,25,29,11,1,1,0.5,0.5,5
324435,KU,124.12344,9.70551,Philippines,Mindanao,Bohol,"Municipality of Bilar, Raja Sikatuna Natural Park",Barangay Riverside; Magsaysay Park,Bronchocela cristatella,f,74.81,251,2.58,6.59,10.91,9.57,21.75,14.94,39.46,27.61,66.72,47,31,5,1,8,11,25,30,10,1.5,1.5,0.5,0.5,5
305477,KU,125.02315,11.93962,Philippines,Mindanao,Samar,Municipality of San Jose de Baun,Barangay Capaysagan,Bronchocela cristatella,m,74.99,255,2.49,6.55,11.17,9.07,21.47,14.8,38.56,28.75,63.44,52,31,5,1,9,10,26,28,10,3,3,1,1,5
